50, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, 13, United-States, <=50K
48, Self-emp-not-inc, Some-college, Never-married, Adm-clerical, White, Male, 40, United-States, <=50K
23, Private, 7th-8th, Never-married, Other-service, White, Male, 35, United-States, <=50K
31, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, 40, United-States, >50K
26, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Black, Male, 40, United-States, <=50K
49, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, White, Male, 40, Germany, >50K
19, Private, HS-grad, Never-married, Other-service, Asian-Pac-Islander, Male, 24, United-States, <=50K
18, Private, 11th, Never-married, Handlers-cleaners, White, Male, 15, United-States, <=50K
44, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Other-service, White, Female, 99, United-States, <=50K
54, Private, Assoc-voc, Married-civ-spouse, Sales, White, Male, 50, United-States, <=50K
35, State-gov, HS-grad, Married-civ-spouse, Protective-serv, White, Male, 40, United-States, >50K
27, State-gov, Masters, Never-married, Prof-specialty, Asian-Pac-Islander, Male, 20, China, <=50K
50, Self-emp-inc, HS-grad, Married-civ-spouse, Farming-fishing, White, Male, 50, United-States, <=50K
43, State-gov, HS-grad, Married-civ-spouse, Craft-repair, White, Male, 40, United-States, <=50K
28, Private, Some-college, Divorced, Adm-clerical, White, Male, 40, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Exec-managerial, White, Male, 40, United-States, <=50K
21, Private, Preschool, Never-married, Farming-fishing, White, Male, 50, Mexico, <=50K
30, Private, Prof-school, Never-married, Prof-specialty, White, Female, 45, United-States, <=50K
19, Private, HS-grad, Never-married, Craft-repair, White, Male, 45, United-States, <=50K
40, Private, Some-college, Married-civ-spouse, Other-service, White, Male, 40, United-States, <=50K
55, Private, Masters, Married-civ-spouse, Sales, White, Male, 50, United-States, >50K
31, Private, Assoc-voc, Divorced, Machine-op-inspct, White, Male, 43, United-States, <=50K
30, Private, Assoc-voc, Divorced, Exec-managerial, White, Male, 40, United-States, <=50K
59, Private, Masters, Married-civ-spouse, Exec-managerial, White, Male, 45, United-States, >50K
50, Private, HS-grad, Divorced, Exec-managerial, White, Female, 38, United-States, <=50K
29, Private, HS-grad, Divorced, Machine-op-inspct, White, Male, 40, United-States, <=50K
17, State-gov, 10th, Never-married, Farming-fishing, White, Male, 40, United-States, <=50K
24, Private, HS-grad, Never-married, Other-service, White, Female, 30, United-States, <=50K
39, Private, Masters, Married-civ-spouse, Prof-specialty, White, Female, 18, United-States, >50K
32, Private, Some-college, Divorced, Handlers-cleaners, Black, Male, 40, Nicaragua, <=50K
34, Private, HS-grad, Never-married, Machine-op-inspct, White, Female, 45, United-States, <=50K
44, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, White, Male, 40, United-States, >50K
37, Local-gov, Some-college, Divorced, Adm-clerical, White, Female, 40, United-States, <=50K
39, Private, Masters, Married-civ-spouse, Exec-managerial, White, Female, 65, United-States, >50K
32, Self-emp-inc, Prof-school, Married-civ-spouse, Prof-specialty, White, Male, 40, United-States, >50K
23, Private, Some-college, Never-married, Other-service, White, Female, 28, United-States, <=50K
45, Federal-gov, Some-college, Divorced, Adm-clerical, White, Male, 42, United-States, <=50K
30, Private, 11th, Divorced, Handlers-cleaners, White, Male, 40, United-States, <=50K
20, Private, 12th, Divorced, Other-service, White, Female, 10, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, 4, Peru, <=50K
21, Private, HS-grad, Never-married, Sales, White, Female, 30, United-States, <=50K
34, Private, Assoc-voc, Never-married, Handlers-cleaners, Black, Male, 40, United-States, <=50K
25, Private, HS-grad, Separated, Other-service, Black, Male, 40, United-States, <=50K
41, Self-emp-not-inc, Bachelors, Separated, Craft-repair, White, Male, 35, United-States, <=50K
35, Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, White, Male, 50, United-States, >50K
42, Private, Bachelors, Divorced, Exec-managerial, White, Female, 40, United-States, <=50K
34, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, White, Male, 75, Mexico, >50K
44, Private, 10th, Married-civ-spouse, Machine-op-inspct, White, Male, 60, United-States, <=50K
32, Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, 40, United-States, >50K
25, Private, Some-college, Never-married, Sales, Asian-Pac-Islander, Male, 40, United-States, <=50K
23, Private, 11th, Married-civ-spouse, Transport-moving, White, Male, 50, United-States, <=50K
36, Private, Prof-school, Never-married, Prof-specialty, Other, Male, 40, India, >50K
53, Self-emp-not-inc, Bachelors, Never-married, Sales, White, Male, 60, United-States, >50K
27, Private, Doctorate, Never-married, Prof-specialty, White, Male, 52, United-States, <=50K
27, Private, Bachelors, Never-married, Adm-clerical, White, Female, 65, United-States, <=50K
57, Private, HS-grad, Never-married, Exec-managerial, White, Female, 45, United-States, <=50K
17, Private, 11th, Never-married, Sales, White, Female, 20, United-States, <=50K
59, Local-gov, HS-grad, Divorced, Adm-clerical, White, Female, 38, United-States, <=50K
34, Private, HS-grad, Never-married, Other-service, White, Female, 40, United-States, <=50K
23, Private, Some-college, Never-married, Sales, White, Male, 30, United-States, <=50K
19, Private, HS-grad, Never-married, Transport-moving, White, Male, 40, United-States, <=50K
20, Self-emp-not-inc, Assoc-voc, Never-married, Farming-fishing, White, Male, 40, United-States, <=50K
52, Self-emp-not-inc, HS-grad, Divorced, Sales, White, Male, 40, United-States, <=50K
39, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, White, Male, 50, United-States, >50K
27, Private, HS-grad, Separated, Other-service, White, Female, 50, United-States, <=50K
19, Private, Some-college, Never-married, Sales, White, Female, 35, United-States, <=50K
38, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, White, Female, 15, United-States, <=50K
19, Private, HS-grad, Never-married, Handlers-cleaners, White, Male, 16, United-States, <=50K
34, Private, Bachelors, Married-civ-spouse, Prof-specialty, White, Female, 40, United-States, >50K
23, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Female, 40, United-States, <=50K
24, Private, Bachelors, Never-married, Adm-clerical, White, Female, 40, United-States, <=50K
22, Private, 10th, Never-married, Transport-moving, Amer-Indian-Eskimo, Male, 84, United-States, <=50K
45, Private, Prof-school, Married-civ-spouse, Prof-specialty, White, Male, 60, United-States, >50K
45, Private, HS-grad, Married-civ-spouse, Exec-managerial, White, Male, 60, United-States, >50K
48, Private, Bachelors, Married-civ-spouse, Exec-managerial, Asian-Pac-Islander, Male, 40, Japan, >50K
42, Private, Bachelors, Married-civ-spouse, Sales, White, Male, 60, United-States, <=50K
35, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, White, Male, 50, United-States, <=50K
59, Private, Some-college, Married-civ-spouse, Exec-managerial, White, Male, 40, United-States, >50K
31, Local-gov, HS-grad, Never-married, Transport-moving, White, Male, 40, United-States, <=50K
27, Local-gov, Bachelors, Never-married, Tech-support, White, Male, 50, United-States, <=50K
57, Private, Assoc-acdm, Widowed, Adm-clerical, White, Female, 35, United-States, <=50K
40, Private, HS-grad, Never-married, Other-service, White, Male, 40, United-States, <=50K
31, Private, HS-grad, Divorced, Machine-op-inspct, White, Male, 40, United-States, <=50K
23, Private, 7th-8th, Never-married, Machine-op-inspct, White, Male, 40, United-States, <=50K
42, Private, HS-grad, Separated, Adm-clerical, White, Female, 35, Scotland, <=50K
60, Private, HS-grad, Married-civ-spouse, Sales, White, Male, 40, United-States, <=50K
53, Local-gov, Masters, Never-married, Exec-managerial, White, Female, 50, United-States, >50K
27, Private, HS-grad, Never-married, Handlers-cleaners, White, Male, 40, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Transport-moving, White, Male, 45, United-States, <=50K
29, State-gov, Bachelors, Never-married, Craft-repair, White, Male, 40, United-States, <=50K
22, Private, Bachelors, Never-married, Farming-fishing, White, Male, 40, United-States, <=50K
42, Private, Bachelors, Never-married, Prof-specialty, White, Female, 38, United-States, >50K
63, Self-emp-inc, Prof-school, Married-civ-spouse, Prof-specialty, White, Male, 50, United-States, >50K
28, Private, HS-grad, Married-civ-spouse, Sales, White, Male, 40, United-States, <=50K
79, Private, Some-college, Married-civ-spouse, Adm-clerical, White, Male, 20, United-States, <=50K
60, Private, 7th-8th, Divorced, Other-service, White, Male, 40, United-States, <=50K
58, Private, 12th, Married-civ-spouse, Other-service, White, Female, 24, United-States, <=50K
20, Private, Assoc-acdm, Never-married, Other-service, White, Female, 18, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Transport-moving, White, Male, 65, United-States, >50K
47, Private, HS-grad, Married-civ-spouse, Transport-moving, White, Male, 48, United-States, <=50K
59, Private, HS-grad, Married-civ-spouse, Protective-serv, White, Male, 24, United-States, >50K
37, Private, Masters, Divorced, Exec-managerial, White, Male, 65, United-States, <=50K
21, Private, HS-grad, Separated, Machine-op-inspct, White, Male, 40, United-States, <=50K
68, Private, Assoc-voc, Widowed, Exec-managerial, White, Female, 40, United-States, <=50K
43, Private, Some-college, Married-civ-spouse, Adm-clerical, White, Male, 40, United-States, <=50K
23, Private, HS-grad, Never-married, Craft-repair, White, Female, 33, United-States, <=50K
40, Local-gov, Masters, Never-married, Adm-clerical, White, Female, 35, United-States, <=50K
45, Self-emp-not-inc, Some-college, Never-married, Sales, White, Female, 35, United-States, <=50K
22, Private, Some-college, Never-married, Tech-support, White, Male, 40, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Prof-specialty, White, Male, 50, United-States, >50K
24, Private, Some-college, Never-married, Sales, White, Male, 49, United-States, <=50K
23, Private, HS-grad, Married-civ-spouse, Sales, White, Female, 40, United-States, <=50K
39, Federal-gov, Some-college, Married-civ-spouse, Adm-clerical, White, Male, 45, United-States, >50K
22, Private, Some-college, Never-married, Adm-clerical, White, Male, 25, United-States, <=50K
36, Private, Bachelors, Married-civ-spouse, Prof-specialty, White, Male, 55, United-States, <=50K
20, Private, Some-college, Never-married, Priv-house-serv, White, Female, 20, United-States, <=50K
18, Private, 11th, Never-married, Other-service, Black, Male, 8, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, 40, United-States, >50K
43, Self-emp-inc, Bachelors, Divorced, Farming-fishing, White, Male, 35, United-States, <=50K
42, Private, Masters, Married-civ-spouse, Exec-managerial, White, Male, 40, United-States, >50K
35, Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, 50, United-States, >50K
31, Private, Some-college, Divorced, Adm-clerical, White, Female, 45, United-States, <=50K
73, Private, 1st-4th, Married-civ-spouse, Transport-moving, White, Male, 20, United-States, <=50K
32, Private, Some-college, Divorced, Exec-managerial, White, Female, 42, United-States, <=50K
37, Private, Masters, Married-civ-spouse, Exec-managerial, White, Male, 45, United-States, >50K
66, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, White, Male, 10, United-States, <=50K
22, Private, HS-grad, Never-married, Other-service, White, Female, 35, United-States, <=50K
51, Private, Assoc-voc, Married-civ-spouse, Sales, White, Male, 40, United-States, <=50K
31, Private, HS-grad, Never-married, Other-service, White, Male, 35, United-States, <=50K
65, Private, HS-grad, Divorced, Adm-clerical, White, Female, 59, Canada, <=50K
39, Private, HS-grad, Married-civ-spouse, Craft-repair, Black, Female, 45, United-States, <=50K
48, Private, Bachelors, Married-civ-spouse, Sales, White, Male, 50, United-States, >50K
29, Federal-gov, Prof-school, Married-civ-spouse, Prof-specialty, White, Male, 80, United-States, <=50K
35, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, 45, United-States, >50K
31, Private, Some-college, Married-civ-spouse, Transport-moving, White, Male, 40, United-States, >50K
48, State-gov, HS-grad, Married-civ-spouse, Protective-serv, White, Male, 40, United-States, <=50K
36, Private, Assoc-voc, Never-married, Tech-support, White, Male, 45, United-States, <=50K
40, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, White, Male, 50, United-States, <=50K
57, Private, HS-grad, Married-civ-spouse, Prof-specialty, White, Male, 15, United-States, <=50K
26, Local-gov, Bachelors, Never-married, Prof-specialty, White, Female, 35, United-States, <=50K
37, State-gov, HS-grad, Never-married, Other-service, White, Female, 40, United-States, <=50K
65, Private, Doctorate, Married-civ-spouse, Exec-managerial, White, Male, 40, United-States, >50K
26, Self-emp-not-inc, 10th, Never-married, Prof-specialty, White, Female, 32, United-States, <=50K
42, Private, Some-college, Married-civ-spouse, Tech-support, White, Male, 40, United-States, <=50K
47, Private, Masters, Married-civ-spouse, Exec-managerial, White, Male, 40, Japan, >50K
62, Private, 7th-8th, Divorced, Craft-repair, White, Male, 40, United-States, <=50K
27, Private, Assoc-voc, Never-married, Exec-managerial, White, Male, 50, United-States, <=50K
76, Self-emp-not-inc, Some-college, Widowed, Sales, White, Male, 8, United-States, <=50K
29, Private, Bachelors, Never-married, Adm-clerical, White, Female, 40, United-States, <=50K
22, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, White, Male, 40, United-States, <=50K
30, Federal-gov, HS-grad, Never-married, Adm-clerical, Black, Female, 50, United-States, <=50K
43, Local-gov, Some-college, Divorced, Adm-clerical, White, Female, 40, United-States, <=50K
23, Private, Bachelors, Married-civ-spouse, Other-service, White, Male, 20, United-States, <=50K
44, Federal-gov, Prof-school, Married-civ-spouse, Prof-specialty, White, Male, 40, United-States, >50K
41, Private, Bachelors, Divorced, Other-service, White, Male, 40, United-States, <=50K
49, State-gov, Masters, Divorced, Prof-specialty, Black, Female, 40, United-States, >50K
30, Private, HS-grad, Never-married, Transport-moving, White, Male, 45, United-States, >50K
23, Private, Some-college, Never-married, Handlers-cleaners, White, Male, 35, United-States, <=50K
39, Private, HS-grad, Widowed, Adm-clerical, White, Female, 40, United-States, <=50K
32, Private, Bachelors, Married-civ-spouse, Sales, White, Male, 60, United-States, >50K
